latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-20.6257,140.05359,308.31,2.17,1.43,2021-12-10,1630,Aqua,MODIS,74,6.1NRT,294.99,22.84,N
-20.62481,140.04843,306.4,2.17,1.43,2021-12-10,1630,Aqua,MODIS,68,6.1NRT,294.89,19.92,N
-20.63993,140.06766,311.44,2.18,1.43,2021-12-10,1630,Aqua,MODIS,83,6.1NRT,294.51,28.86,N
-20.65064,140.04524,322.81,2.17,1.43,2021-12-10,1630,Aqua,MODIS,100,6.1NRT,295.87,59.16,N
-20.63773,140.04691,327.6,2.17,1.43,2021-12-10,1630,Aqua,MODIS,100,6.1NRT,296.21,76.28,N
-18.5077,124.07538,313.67,3.64,1.79,2021-12-10,1630,Aqua,MODIS,87,6.1NRT,293.18,64.72,N
-18.51465,124.07861,304.44,3.64,1.79,2021-12-10,1630,Aqua,MODIS,56,6.1NRT,292.91,23.71,N
-28.10415,122.17098,321.6,3,1.65,2021-12-10,1632,Aqua,MODIS,100,6.1NRT,294.73,89.05,N
-29.7158,123.13607,308.14,2.37,1.49,2021-12-10,1632,Aqua,MODIS,74,6.1NRT,293.38,22.34,N
-28.10431,122.16615,323.84,3,1.65,2021-12-10,1632,Aqua,MODIS,100,6.1NRT,294.74,101.44,N
-29.72704,123.15067,303.32,2.36,1.48,2021-12-10,1632,Aqua,MODIS,54,6.1NRT,293.29,13.38,N
-20.99631,117.18354,313.2,3.02,1.65,2021-12-10,1808,Aqua,MODIS,87,6.1NRT,290.88,52.5,N
-20.998,117.19076,307.08,3.02,1.65,2021-12-10,1808,Aqua,MODIS,58,6.1NRT,291.57,31.4,N
